-,一级,二级,三级,级内,简称,网址,描述title,https://www.google.com/s2/favicons?domain=,主要关键词,次要关键词,关键词,判断网址,判断图片,其他标签,图标大小,备案/未备案,经营性/非经营性
99999-200-300-9120,99999,200,300,9120,《工部局董事会会议录》28册,http://t.cn/8kUQCOh,,,初录未归挡,古籍,未区分,999,,,,,
99999-200-300-9122,99999,200,300,9122,康奈尔大学，华生中国收藏,http://t.cn/8k136fl,,,初录未归挡,古籍,未区分,999,,,,,
99999-200-300-9124,99999,200,300,9124,輔仁大學歷史學系等南京教區契約文書數位典藏計劃,http://t.cn/8kyFO2y,,,初录未归挡,古籍,未区分,999,,,,,
99999-200-300-9125,99999,200,300,9125,賴永祥長老史料庫,http://t.cn/8FKtJAH,,,初录未归挡,古籍,未区分,999,,,,,
99999-200-300-9126,99999,200,300,9126,劍橋大學圖書館館藏中國叢書綜合目錄檢索,http://t.cn/8kZMTQk,,,初录未归挡,古籍,未区分,999,,,,,
99999-200-300-9130,99999,200,300,9130,中國大陸各省地方志書目查詢系統,http://t.cn/hcZpm1,,,初录未归挡,古籍,未区分,999,,,,,
99999-200-300-9131,99999,200,300,9131,東洋学文献類目検索,http://t.cn/zTX4c28,,,初录未归挡,古籍,未区分,999,,,,,
99999-200-300-9132,99999,200,300,9132,日本全国汉籍检索系统,http://t.cn/aCMEfI,,,初录未归挡,古籍,未区分,999,,,,,
99999-200-300-9134,99999,200,300,9134,清代檔案人名權威資料查詢,http://t.cn/zR6uYkd,,,初录未归挡,古籍,未区分,999,,,,,
99999-200-300-9135,99999,200,300,9135,“中研院”國際電腦漢字及異體字知識庫,http://t.cn/hgsrrH,,,初录未归挡,古籍,未区分,999,,,,,
99999-200-300-9136,99999,200,300,9136,“中研院”語言學研究所等搜文解字,http://t.cn/8kx2foj,,,初录未归挡,古籍,未区分,999,,,,,
99999-200-300-9137,99999,200,300,9137,“中央研究院”語言學研究所漢字知識本體,http://t.cn/8FA0ncX,,,初录未归挡,古籍,未区分,999,,,,,
99999-200-300-9138,99999,200,300,9138,缺字系統,http://t.cn/zThmsVi,,,初录未归挡,古籍,未区分,999,,,,,
99999-200-300-9139,99999,200,300,9139,中國文化大學中華百科全書,http://t.cn/akc9jE,,,初录未归挡,古籍,未区分,999,,,,,
99999-200-300-9141,99999,200,300,9141,海德堡大学汉学文典,http://t.cn/zRjMO6v,,,初录未归挡,古籍,未区分,999,,,,,
99999-200-300-9142,99999,200,300,9142,海德堡大学早期《申报》索引,http://t.cn/zRlkFch,,,初录未归挡,古籍,未区分,999,,,,,
99999-200-300-9143,99999,200,300,9143,中文和合本聖經查詢系統,http://t.cn/h0XGb,,,初录未归挡,古籍,未区分,999,,,,,
99999-200-300-9144,99999,200,300,9144,澳門期刊論文索引,http://t.cn/8FLGer7,,,初录未归挡,古籍,未区分,999,,,,,
99999-200-300-9145,99999,200,300,9145,台湾NCL中国文化研究论文目录,http://t.cn/8kJECgC,,,初录未归挡,古籍,未区分,999,,,,,
99999-200-300-9146,99999,200,300,9146,台湾民间传说主题资料库,http://t.cn/8F24jwG,,,初录未归挡,古籍,未区分,999,,,,,
99999-200-300-9147,99999,200,300,9147,台湾人文及社会科学引文索引资料库,http://t.cn/8F240WC,,,初录未归挡,古籍,未区分,999,,,,,
99999-200-300-9148,99999,200,300,9148,台灣文史哲論文集篇目索引系統,http://t.cn/8kixsvj,,,初录未归挡,古籍,未区分,999,,,,,
99999-200-300-9149,99999,200,300,9149,台北学研究主题资料库,http://t.cn/8F240Wo,,,初录未归挡,古籍,未区分,999,,,,,
99999-200-300-9150,99999,200,300,9150,臺灣大學法律學院臺灣日治時期統計資料庫,http://t.cn/zROOF7V,,,初录未归挡,古籍,未区分,999,,,,,
99999-200-300-9151,99999,200,300,9151,中華佛學研究所中國佛教寺廟志數位典藏,http://t.cn/zOmolCZ,,,初录未归挡,古籍,未区分,999,,,,,
99999-200-300-9152,99999,200,300,9152,（台）“国家图书馆”汉学研究中心,http://t.cn/z0e1YLv,,,初录未归挡,古籍,未区分,999,,,,,
99999-200-300-9153,99999,200,300,9153,北京外国语大学中国海外汉学研究中心,http://t.cn/8FC1rBK,,,初录未归挡,古籍,未区分,999,,,,,
99999-200-300-9154,99999,200,300,9154,香港城市大學邵逸夫圖書館電子典藏,http://t.cn/8kwNPNn,,,初录未归挡,古籍,未区分,999,,,,,
99999-200-300-9155,99999,200,300,9155,香港科技大学图书馆特藏及档案数据库,http://t.cn/zRC8rbD,,,初录未归挡,古籍,未区分,999,,,,,
99999-200-300-9156,99999,200,300,9156,香港大學學術庫,http://t.cn/h6L5p0,,,初录未归挡,古籍,未区分,999,,,,,
99999-200-300-9157,99999,200,300,9157,“中央研究院”數位典藏資源網,http://t.cn/ao1wfN,,,初录未归挡,古籍,未区分,999,,,,,
99999-200-300-9158,99999,200,300,9158,典藏台湾，七百多个数据库一网打尽,http://t.cn/hBrAbA,,,初录未归挡,古籍,未区分,999,,,,,
99999-200-300-9159,99999,200,300,9159,臺大數位典藏中心，國家文化資料庫,http://t.cn/8kpvFab,,,初录未归挡,古籍,未区分,999,,,,,
99999-200-300-9160,99999,200,300,9160,臺灣大學圖書館臺灣機構典藏,http://t.cn/hGVTOA,,,初录未归挡,古籍,未区分,999,,,,,
99999-200-300-9161,99999,200,300,9161,新竹清華大學機構典藏,http://t.cn/8kPTrIQ,,,初录未归挡,古籍,未区分,999,,,,,
99999-200-300-9162,99999,200,300,9162,澳門大學澳門電子資源全文網,http://t.cn/8FLGerh,,,初录未归挡,古籍,未区分,999,,,,,
,,,,,,,,,初录未归挡,个人站点,,,,,,,
99999-200-300-9190,99999,200,300,9190,网页转换助手,http://www.html22.com/zh/, ,,初录未归挡,个人站点,在线工具,999,,,,,
99999-200-300-9191,99999,200,300,9191,思谋学术,https://ac.scmor.com/, ,,初录未归挡,个人站点,学术镜像,999,,,,,
99999-200-300-9192,99999,200,300,9192,少数派,https://sspai.com/, ,,初录未归挡,个人站点,未区分,999,,,,,
99999-200-300-9193,99999,200,300,9193,后续,https://houxu.app/, ,,初录未归挡,个人站点,未区分,999,,,,,
99999-200-300-9194,99999,200,300,9194,GitNavi,http://www.gitnavi.com/,,http://www.gitnavi.com/favicon.ico,初录未归挡,个人站点,网站导航,999,999,,32,,
99999-200-300-9195,99999,200,300,9195,龙喵网,https://ailongmiao.com/,,https://media.ailongmiao.com/favicon.ico,初录未归挡,个人站点,网站导航,999,999,,32,,
99999-200-300-9196,99999,200,300,9196,别闹,https://bienao.com/,,https://static.bienao.com/favicon.ico,初录未归挡,个人站点,网站导航,999,999,,48,,
99999-200-300-9197,99999,200,300,9197,快导航网,https://www.hifast.cn/,,https://www.hifast.cn/wp-content/uploads/2021/02/hifast.png,初录未归挡,个人站点,网站导航,999,999,,80,,
99999-200-300-9198,99999,200,300,9198,演示导航,https://www.aboutppt.com/,,https://www.aboutppt.com/wp-content/uploads/2020/09/ico.ico,初录未归挡,个人站点,网站导航,999,999,,128,,
99999-200-300-9199,99999,200,300,9199,黑点导航,https://www.ihddh.com/,,https://www.ihddh.com/image/title.ico,初录未归挡,个人站点,网站导航,999,999,,,,
99999-200-300-9200,99999,200,300,9200,亿万导航,https://www.yiw1.com/,,https://www.yiw1.com/wp-content/uploads/2020/06/cropped-QQ%E5%9B%BE%E7%89%8720200620110002-32x32.jpg,初录未归挡,个人站点,网站导航,999,999,,,,
99999-200-300-9201,99999,200,300,9201,咪起了导航,https://www.miqile.cn/,,https://www.miqile.cn/wp-content/uploads/2020/09/cropped-20200922145127750476-4-32x32.png,初录未归挡,个人站点,网站导航,999,999,,,,
99999-200-300-9202,99999,200,300,9202,后期狗(GO)导航,http://houqigo.com/,,http://res.houqigo.com/wp-content/uploads/2020/04/favicon.png,初录未归挡,个人站点,网站导航,999,999,,,,
99999-200-300-9203,99999,200,300,9203,思古搜,https://siguso.com/,,https://siguso.com/favicon.ico,初录未归挡,个人站点,网站导航,999,999,,,,
99999-200-300-9204,99999,200,300,9204,学渣网,https://www.xuezha.cn/,,https://www.xuezha.cn/wp-content/uploads/2021/02/favicon.ico,初录未归挡,个人站点,网站导航,999,999,,,,
99999-200-300-9205,99999,200,300,9205,404导航,https://www.404dh.icu/,,https://www.404dh.icu/wp-content/uploads/2020/01/no404_favicon.ico,初录未归挡,个人站点,网站导航,999,999,,,,
99999-200-300-9206,99999,200,300,9206,搜奇导航,https://www.souqidaohang.com/,,,初录未归挡,个人站点,网站导航,999,,,,,
99999-200-300-9207,99999,200,300,9207,站长聚集地,https://www.laolibab.cn/,,https://www.laolibab.cn/favicon.ico,初录未归挡,个人站点,网站导航,999,999,,,,
99999-200-300-9208,99999,200,300,9208,新秀导航,http://www.xinxiudh.com/,,http://www.xinxiudh.com/favicon.ico,初录未归挡,个人站点,网站导航,999,999,,,,
99999-200-300-9209,99999,200,300,9209,洽初导航,http://qiachu.com/,,http://www.qiachu.com/zb_users/theme/suiranx_nav/image/favicon.ico,初录未归挡,个人站点,网站导航,999,999,,,,
99999-200-300-9210,99999,200,300,9210,乐搜导航,https://lerso.cn/,,,初录未归挡,个人站点,网站导航,999,,,,,
99999-200-300-9211,99999,200,300,9211,懒松鼠,https://lss.vip/,,https://lss.vip/wp-content/uploads/2021/02/favicon.ico,初录未归挡,个人站点,网站导航,999,999,,,,
99999-200-300-9212,99999,200,300,9212,搜图导航,https://www.91sotu.com/,,https://www.91sotu.com/file/img/favicon.ico,初录未归挡,个人站点,网站导航,999,999,,,,
99999-200-300-9213,99999,200,300,9213,超级网站目录,http://www.superdirectorycn.com/,,http://www.superdirectorycn.com/favicon.ico,初录未归挡,个人站点,网站导航,999,999,,,,
99999-200-300-9214,99999,200,300,9214,98导航,http://98dh.cc/,,http://98dh.cc/images/favicon.ico,初录未归挡,个人站点,网站导航,999,999,,,,
99999-200-300-9215,99999,200,300,9215,比格张,https://bigezhang.com/,,https://bigezhang.com/favicon.png,初录未归挡,个人站点,网站导航,999,999,,,,
99999-200-300-9216,99999,200,300,9216,果汁导航,http://www.guozhivip.com/,,http://www.guozhivip.com/images/ic.ico,初录未归挡,个人站点,网站导航,999,999,,,,
99999-200-300-9217,99999,200,300,9217,沃客导航,http://www.waysto.work/,,http://www.waysto.work/favicon.ico,初录未归挡,个人站点,网站导航,999,999,,,,
99999-200-300-9218,99999,200,300,9218,24k导航,https://www.24kdh.com/,,https://www.24kdh.com/wp-content/uploads/2020/07/201910021570016173270585-3.ico,初录未归挡,个人站点,网站导航,999,999,,,,
99999-200-300-9219,99999,200,300,9219,笔点,https://www.bidianer.com/,,https://www.bidianer.com/favicon.ico,初录未归挡,个人站点,网站导航,999,999,,,,
99999-200-300-9220,99999,200,300,9220,看国外,https://www.kanguowai.com/, ,,初录未归挡,个人站点,网站导航,999,,,,,
99999-200-300-9221,99999,200,300,9221,中国网址大全,http://memewang.com/, ,,初录未归挡,个人站点,网站导航,999,,,,,
99999-200-300-9222,99999,200,300,9222,百分百好站上网导航,https://m.59178.com/, ,,初录未归挡,个人站点,网站导航,999,,,,,
99999-200-300-9223,99999,200,300,9223,5566,https://www.5566.net, ,,初录未归挡,个人站点,网站导航,999,,,,,
99999-200-300-9224,99999,200,300,9224,7999,http://7999.com/, ,,初录未归挡,个人站点,网站导航,999,,,,,
99999-200-300-9225,99999,200,300,9225,简约导航,https://www.jianavi.com, ,,初录未归挡,个人站点,网站导航,999,,,,,
99999-200-300-9226,99999,200,300,9226,站搜搜,https://www.zhansousou.com/, ,,初录未归挡,个人站点,网站导航,999,,,,,
99999-200-300-9227,99999,200,300,9227,小呆导航,https://webjike.com/dutynav.html, ,,初录未归挡,个人站点,网站导航,999,,,,,
99999-200-300-9228,99999,200,300,9228,搜酷站,https://www.soukuzhan.com/, ,,初录未归挡,个人站点,网站导航,999,,,,,
99999-200-300-9230,99999,200,300,9230,freepikcompany,https://www.freepikcompany.com/,,,初录未归挡,freepik公司,,999,,,,,
99999-200-300-9231,99999,200,300,9231,freepik,https://www.freepik.com/,Freepik是一个搜索引擎，可以帮助用户为自己的创意项目找到高质量的免费照片，矢量图像，插图和PSD文件。查找免费矢量图库，库存照片和PSD,https://freepik.cdnpk.net/img/favicons/favicon.ico?v=2018082101,初录未归挡,freepik公司,图形搜索,999,999,,256,,
99999-200-300-9232,99999,200,300,9232,flaticon,https://www.flaticon.com/,世界上最大的免费可自定义图标数据库。Flaticon拥有数百万种各种格式的图标。,https://media.flaticon.com/dist/min/img/favicon.ico,初录未归挡,freepik公司,图标,999,999,,32,,
99999-200-300-9233,99999,200,300,9233,slidesgo,https://slidesgo.com/,免费的Google幻灯片和PowerPoint模板,https://slidesgo.com/favicon-32x32.png,初录未归挡,freepik公司,幻灯片,999,,,,,
